x1,geo,pct_poverty_married,pct_labor_force,pct_unemployed,pct_not_in_labor_force,pct_female_labor_force,pct_parents_lf_under6,pct_parents_lf_6_17,pct_work_from_home,est_commute_time_min,pct_mgmt_occ,pct_service_occ,pct_manufacturing,pct_health_edu,pct_private_workers,pct_gov_workers,pct_self_employed,est_median_hh_income,est_mean_hh_income,est_per_capita_income,est_median_nonfamily_income,est_male_earnings,est_female_earnings,pct_ssi,pct_public_assistance,pct_snap,pct_poverty_all,pct_poverty_female_head,pct_poverty_18_64,pct_private_insurance,pct_uninsured,year,gdp_per_capita,gdp_pc_growth,post_covid
123,Louisiana,6.3,59.3,4.1,40.7,55.6,67.8,72,3.1,25,33.4,19.5,7.4,24.1,79.7,14.6,5.5,45146,65696,25664,26826,50031,34793,7.3,1.6,16.7,15.4,38,18.6,61.4,10.3,2016,50317.622324861266,-1.9833775468059422,0
175,Louisiana,6,58.9,3.8,41.1,55.1,66.2,72.3,3.3,25.3,33.4,19.1,7.7,23.6,78.9,14.9,6,46145,65910,25885,26106,50445,34708,7.5,1.9,16.4,14.7,36.6,18.4,60.3,8.4,2017,51315.25033950814,1.982661279593012,0
227,Louisiana,5.5,58.9,3.7,41.1,55,68.9,72.7,3.4,26.3,34.4,19.7,7.7,24,79.2,14.4,6.2,47905,69225,27274,27411,51453,35758,7.2,2.2,15,13.6,34,17.2,59.1,8,2018,52572.17892784787,2.449425034514552,0
279,Louisiana,5.3,59.2,3.2,40.8,55.1,67.7,73.9,3.9,26.6,35.4,19.8,7.3,24.6,78.1,15.3,6.4,51073,72658,28662,28907,51733,37075,6.9,1.8,14.4,14.3,35.5,17.4,57.8,8.9,2019,52953.909002991444,0.7261066269813155,0
331,Louisiana,6.7,58.5,4.4,41.5,55.1,67.5,72.1,8.4,25.5,38.6,17.9,7.2,25.7,77.6,15.9,6.3,52087,75590,30117,30626,55078,40136,7.6,2,19,15.2,36.4,18.3,57.1,7.6,2021,52409.44606300616,-1.0281827163213353,1
383,Louisiana,5.8,59.4,3.2,40.6,55.9,74.4,76.1,8.2,25.6,38,18.3,7.3,24.8,77.2,15.7,7,55416,79175,32171,32360,55971,41923,7.5,1.7,18.4,14,34.9,17.3,58.1,6.9,2022,52173.14381645994,-0.4508772068724798,1
435,Louisiana,5.8,59.2,2.9,40.8,55.7,70.7,73.9,8.1,25.7,38.9,18,7.4,25.4,77.6,15.6,6.6,58229,83303,34102,32837,60170,42739,7,1.1,17.4,13.7,33.6,17.8,57.7,6.9,2023,54133.82731974175,3.7580321212371315,1
487,Louisiana,5.9,59.9,3.1,40.1,56.6,73.8,76.5,8,26.2,39.6,17.5,7.5,25.3,77.3,16.1,6.4,60986,86656,35440,36040,62340,45594,6.6,1.5,16.7,13.7,33.2,17.2,58.3,7.7,2024,55701.559174478716,2.8960299545737866,1
20,Maine,4.1,63.1,3.7,36.9,59,68.5,75.2,5.4,23.6,35.8,18.6,9.4,26.6,77,13.9,8.9,49462,65842,27978,28732,45784,36137,6,3.8,16.9,9.7,31.9,14.1,66.5,10.1,2014,44763.40070777341,NA,0
72,Maine,4.1,62.2,3.3,37.8,58.8,67.2,73.3,5.7,24,36.5,17.8,9.4,28,78.1,13,8.9,51494,67135,28437,28663,46934,36841,7,4,15.8,8.9,27.9,13.5,68.8,8.4,2015,45566.99355502755,1.7952006204805304,0
124,Maine,4,62.3,2.8,37.7,59.1,72.1,76.2,5.8,23.9,37.2,18.3,8.5,28.1,78.2,13.2,8.6,53079,70392,29604,31024,47890,40240,6.5,3.2,14.2,7.6,22.4,12.1,70.3,8,2016,46562.23449128906,2.1841268396600277,0
176,Maine,3.2,63,2.6,37,60.3,72.9,78.1,5.9,24,36.7,18.3,8.6,27.6,78.5,12.6,8.7,56277,73598,31088,31688,49476,40618,6.4,2.5,12.8,6.3,21.3,11.4,70.5,8.1,2017,47165.2106730112,1.2949897879899641,0
228,Maine,3.5,62.9,2.2,37.1,59.7,73.2,77.1,6,24.1,37.4,18.4,8.6,27.6,79.4,12.5,8,55602,73935,32095,32671,48522,40421,6.6,2.8,12.9,7.3,24.8,11.6,70.1,8,2018,48358.47157313172,2.5299598646833177,0
280,Maine,3.2,63,2.2,37,59.3,66.5,77.2,6.3,24.6,40.1,17.4,8.7,28,77.8,13.8,8.2,58924,78303,34078,35624,51029,40873,6.1,2.4,12.3,6.5,20.7,10.8,69.5,8,2019,49606.099110546376,2.5799565139851266,0
332,Maine,3.7,61.3,3,38.7,57.8,69.2,74.8,17.7,24.2,42.6,15.3,9.8,27.3,76.7,14.4,8.7,64767,87756,38483,38143,57009,47018,5.6,3.2,11.5,7.2,23.8,11.3,70.6,5.7,2021,51742.59196277907,4.306915662671962,1
384,Maine,3.6,61.7,2,38.3,59.2,72.2,74.8,15.7,24.7,42.4,15,8.9,26.8,77.9,13.9,8,69543,93555,41188,40639,59194,49824,5.5,2.5,11.3,6.2,20.1,11,68.7,6.6,2022,52375.09746080908,1.2224078347002676,1
436,Maine,3.3,62.1,2,37.9,58.3,70,74.7,14.3,24.3,43,16.2,9,26.7,77.4,14.1,8.3,73733,97157,42936,45735,61324,52365,5.9,3,12.6,6.8,23,10.1,67.5,5.9,2023,53861.93359163248,2.838822652188777,1
488,Maine,3.4,61.9,1.7,38.1,58.8,72.9,74.3,14.7,25.6,43.5,15.9,9,27.8,77.2,14.5,8,76442,102734,45286,45568,65053,56341,5.9,2.9,12.7,6.2,19.9,10.4,68.7,5.5,2024,55209.10398611795,2.501154905984948,1
21,Maryland,3.1,68.1,4.8,31.9,63.8,72.3,77.1,4.1,32.3,44.7,17.3,4.4,24.2,73.1,22.1,4.7,73971,97016,36338,46684,59085,50481,4.3,2.5,11.6,7.1,18.5,9.6,73.6,7.9,2014,62137.57100594893,NA,0
73,Maryland,2.7,67.3,3.7,32.7,62.6,71.3,76.1,4.4,32.6,44.7,17.6,4.6,23.2,73.8,21.4,4.7,75847,99957,37522,46963,60591,50635,4.5,2.2,11.2,6.7,19.3,9,74.1,6.6,2015,63245.24156854572,1.7826100130157174,0
125,Maryland,2.7,68,3.6,32,63.7,73.3,78.1,4.7,32.8,45.1,17.4,4.3,24,73.4,21.5,5,78945,102402,38662,47868,61321,51247,4.7,2.4,11,6.3,17.5,8.9,74.5,6.1,2016,65248.874066216595,3.168036753404313,0
177,Maryland,2.6,67.9,3.5,32.1,63.7,72.7,77.1,4.9,33.3,45.9,16.9,4.3,23.7,73.4,21.4,5.1,80776,106035,39960,50457,61263,52381,4.6,2.2,10.3,6.2,17.4,8.6,74.3,6.1,2017,66307.5923669243,1.6225847815140693,0
229,Maryland,2.5,67.7,3.3,32.3,63.5,74.3,77.9,5.2,33.3,46.2,17.4,4.5,23.8,74.2,20.8,4.9,83242,109774,41522,50776,62167,53421,4.5,2,9.4,6,17.5,8.4,74,6,2018,66612.16622617799,0.45933481880666704,0
281,Maryland,2.7,67.5,3,32.5,63.4,73.4,79.2,5.5,33.7,48,17.2,4.3,23.8,72.8,21.7,5.2,86738,114089,43325,51990,63272,56545,4.4,2.2,9.8,5.8,15.4,8.3,74,6,2019,66475.51740277465,-0.20514093917820553,0
333,Maryland,3.6,66.6,3.9,33.4,62.2,71.3,76.3,24,29.3,50,14.9,4.9,23.6,72,22.6,5.3,90203,119958,46500,54348,71995,62190,4.4,3.5,12.6,7.4,18.9,9.2,73,6.1,2021,65925.80838677242,-0.8269345429409047,1
385,Maryland,3.4,67,2.6,33,62.5,73.6,78,19.2,30.8,51.2,15.2,4.8,24,71.6,22.7,5.4,94991,125876,49236,57179,74663,63733,4.4,2.5,12,6.6,16.5,8.8,72.8,6.1,2022,66740.0206719533,1.2350433086903978,1
437,Maryland,3.3,67.5,2.7,32.5,63.3,75.2,80.9,16.9,31.4,50.7,16,4.6,23.7,72.2,22.6,5.1,98678,129366,50728,60660,76246,65593,4.4,2.2,10.4,6.4,15.8,9.1,73.1,6.3,2023,67778.07377911134,1.555368273348856,1
489,Maryland,3,67.9,2.9,32.1,64.1,76.2,80.6,15.6,32.3,51.3,16,4.6,24.7,72.5,22.3,5,102905,136413,53199,61759,79125,70808,4.2,2.5,10.3,6.2,15.5,8.2,73.3,6.3,2024,69348.93906055004,2.3176599656079766,1
22,Massachusetts,3.3,67.5,4.5,32.5,63.6,70.8,75.9,4.8,28.8,44.7,17.8,9.1,27.9,81.4,12.3,6.1,69160,95404,37288,40329,61611,50459,6.4,2.8,13,8.3,25.6,11,73.5,3.3,2014,73357.11405284719,NA,0
74,Massachusetts,3.2,67.1,3.9,32.9,63.2,71.9,75.8,4.8,29.7,44.9,17.8,9,28.1,82.3,11.7,5.9,70628,97586,38130,41510,61761,51343,6.1,2.6,12.2,7.9,24.2,10.9,73.4,2.8,2015,75674.86734797758,3.159548088901998,0
126,Massachusetts,2.9,67.4,3.5,32.6,63.7,73.6,77.7,5.1,29.6,45.6,17.6,8.7,28,82,12,5.9,75297,101911,39771,42343,62868,51666,6.2,2.6,12,7.3,22.7,9.9,73.9,2.5,2016,76408.58438499666,0.9695650124435851,0
178,Massachusetts,3,66.7,3,33.3,62.7,72.3,76.5,5.3,29.8,46.1,17.7,8.9,28.2,82.4,11.9,5.6,77385,106641,41821,43824,65939,54646,6.3,2.6,11.7,7.2,23,9.8,73.8,2.8,2017,77238.25536601996,1.0858347758975206,0
230,Massachusetts,2.9,66.8,3.2,33.2,63.2,73.7,76.9,5.3,30.5,47.5,17.3,8.6,28.4,82.5,11.8,5.6,79835,110501,43349,45392,67147,55942,6.3,2.6,11.5,6.5,19.9,9.5,74,2.8,2018,79768.28857403438,3.2756219000869224,0
282,Massachusetts,2.5,67.6,2.7,32.4,63.7,74.3,78.1,5.4,31,48.4,17,8.6,27.8,81.6,12.6,5.6,85843,117482,46241,50338,70483,57289,5.7,2.8,11.2,6,19.7,8.8,74.3,3,2019,82137.2603421987,2.969816465305808,0
334,Massachusetts,3.4,66.8,4.4,33.2,63.1,75.3,76.2,23.7,27.5,51.3,15.2,8.9,28.1,81.6,12.8,5.5,89645,124789,49746,52250,77636,66536,5.6,4.4,14.6,7.1,20.2,9.6,73.9,2.5,2021,85385.7113925223,3.954905528611441,1
386,Massachusetts,3.2,66.8,2.7,33.2,63.2,74.7,78.6,18.4,28.6,51.1,15.4,9.1,28,81.9,12.7,5.3,94488,133823,54025,55979,79782,67043,5.6,3.3,15.4,6.9,19.1,9.7,73.4,2.4,2022,86466.95983824559,1.266310753977029,1
438,Massachusetts,3.4,67.2,2.6,32.8,63.7,75.7,79.2,15.6,29.9,51.4,16,8.8,27.9,81.9,12.4,5.6,99858,138516,55897,59594,82386,70792,5.8,3.5,15.7,7,19.7,9.6,73.1,2.6,2023,86914.24686494439,0.5172924172834881,1
490,Massachusetts,3,67.2,2.7,32.8,63.9,77.7,80.6,14.8,30.6,51,16.2,8.7,28.3,81.5,13.1,5.2,104828,144312,57789,61790,82255,72471,5.3,3.4,15.1,6.3,18.3,8.9,73.1,2.8,2024,88083.1568271472,1.3449002946768651,1
23,Michigan,5.2,61,5,39,56.8,66,71.4,3.7,24.3,35.2,17.9,18.4,23.7,84.5,10.4,4.9,49847,66794,26613,29855,50157,37419,6.6,3,16.2,11.4,32.3,15.9,70.5,8.5,2014,48281.6458624332,NA,0
75,Michigan,4.9,61,4.4,39,56.5,66,71.5,3.6,24.4,35.2,18,18.1,23.5,84.8,10.3,4.7,51084,69492,27865,30716,50479,37486,6.3,2.7,15,11.1,32.7,15.4,71,6.1,2015,49385.428511981954,2.2861330218396203,0
127,Michigan,4.8,61.2,3.8,38.8,57,65.8,71.5,4,24.5,35.8,17.7,18.4,23.2,84.6,10.3,4.9,52492,72581,29128,31305,50869,39825,6.4,2.5,14.1,10.2,28.6,14.7,71.2,5.4,2016,50246.49599758572,1.7435658888630634,0
179,Michigan,4.4,61.5,3.6,38.5,57.1,66.3,71.9,4.2,24.3,36.7,17.5,18.9,23,84.7,10.1,5,54909,75449,30488,32401,51749,40453,6,2.1,13.1,9.7,27.3,13.7,71.4,5.2,2017,50627.84962480775,0.7589656147173995,0
231,Michigan,4.4,61.5,3.3,38.5,57,67.5,71.7,4.1,24.7,36.5,17.8,18.8,23.2,85,10,4.8,56697,77682,31508,33270,52332,41205,6.2,2.2,12.6,9.5,27,13.6,71.1,5.4,2018,51750.09507087311,2.2166563549155027,0
283,Michigan,4,61.9,3.1,38.1,57.5,69.4,72.9,4.5,25.1,37.7,17.5,18.5,23.4,84,11,4.8,59584,80681,32892,35755,53150,41475,6,2.2,11.7,8.8,25.1,12.7,71,5.8,2019,52187.86164362914,0.8459241903932657,0
335,Michigan,4.4,60.9,4.2,39.1,56.5,65.4,70.6,16.4,23.8,39.8,15.5,18.6,23,83.1,11.4,5.3,63498,86093,35353,37666,60293,46914,5.8,3.7,13.4,9,25.3,12.5,70.5,5,2021,52647.15611725608,0.8800791202431046,1
387,Michigan,4.5,61.6,2.9,38.4,57.2,66.3,73.1,13.7,24.2,40.6,15.9,18.2,23,83.1,11.4,5.3,66986,91856,38151,40459,61623,49665,5.6,2.5,13.6,9.1,25.3,12.8,70.4,4.5,2022,53744.77817693634,2.0848648638031486,1
439,Michigan,4.7,61.7,2.8,38.3,58,69.2,74.1,12.2,24.5,40.8,15.9,18.2,23,83.3,11.5,5.1,69183,93806,38952,41497,62426,50990,5.7,2.5,14,9.2,25.1,13,69.9,4.5,2023,55113.23454173294,2.54621269491786,1
491,Michigan,4.6,61.6,2.8,38.4,57.8,68.6,74.8,11.2,24.3,41.3,16.7,17.7,23.6,82.8,11.9,5.2,72389,98697,40990,44047,66132,52393,5.6,2.4,13.2,9.2,25.3,12.7,69.7,5.1,2024,55661.35793382193,0.9945404160119464,1
24,Minnesota,3.3,69.7,3.3,30.3,66,74,78.1,5.1,23.4,40.4,16.5,13.5,24.9,82.4,12,5.5,61481,81824,32638,36076,51625,42066,4.2,3.6,9.2,7.5,27.2,11,76.6,5.9,2014,62102.45815578254,NA,0
76,Minnesota,2.8,69.9,2.9,30.1,66.1,75.2,79.5,5.5,23.4,40.2,16.3,13.4,25,83.2,11.2,5.4,63488,83488,33425,36721,51979,42137,4.2,3.6,8.7,6.3,24.3,9.8,76.4,4.5,2015,62993.44894476698,1.4347109847880901,0
128,Minnesota,2.7,69.5,2.7,30.5,65.7,75.3,79.4,5.8,23.5,40,16.4,13.5,24.7,82.8,11.5,5.5,65599,86415,34515,37804,53200,44132,4.2,3.6,8.2,5.9,23.1,9.5,76.8,4.1,2016,63453.530629678426,0.7303643356864731,0
180,Minnesota,2.7,69.5,2.5,30.5,65.7,75.3,80.2,5.9,23.8,40.8,16.5,13.4,25.4,83,11.7,5.2,68388,90915,36156,40222,55812,45798,4.4,3.2,7.8,5.8,21.2,9.3,76,4.4,2017,63692.56150208205,0.3767022418321053,0
232,Minnesota,2.7,69.2,2.4,30.8,65.9,76.8,81,6.1,23.8,41.2,16.1,13.1,25.7,83.2,11.5,5.1,70315,93047,37192,40642,56809,46861,4.2,3.1,7.3,5.7,21.3,9.4,76.1,4.4,2018,65041.03757656324,2.1171641439434286,0
284,Minnesota,2.2,69.5,2.2,30.5,65.7,76.2,80.8,6.4,24.4,42.8,15.9,13.4,25.5,82.1,12.6,5,74593,96995,39025,44136,60441,49242,4.1,3,7.4,5.2,19.6,8.5,75.9,4.9,2019,65534.384162702016,0.7585158609409115,0
336,Minnesota,2.7,68.4,3.3,31.6,65,75.7,80.3,20.9,22.2,44.8,14.8,13.3,25.7,81.8,12.7,5.4,77720,103305,41753,46436,64611,52535,4.1,4.1,7.9,5.5,18,9,75.9,4.5,2021,66148.43574309313,0.9369914560677151,1
388,Minnesota,3.1,68,2.2,32,64.2,73.6,79.9,17.2,22.8,45.1,14.4,13.4,25.1,82,12.5,5.3,82338,109737,45021,48461,67184,55984,4,3.2,7.7,6,20.2,9.3,74.7,4.5,2022,67379.7329231532,1.861415415539347,1
440,Minnesota,2.8,68.4,2.1,31.6,65,75.6,81,16.1,22.7,45.7,15.1,13.5,25.9,81.2,13.2,5.4,85086,113293,46530,50692,70007,59608,3.7,2.7,7.9,5.4,19.2,8.9,75,4.2,2023,67767.18851631792,0.5750328420069728,1
492,Minnesota,3,68.1,2.5,31.9,65,78.9,82.9,14.7,22.7,45.7,14.9,12.8,26.1,81.9,12.7,5.2,87117,116159,47926,52211,71931,61018,3.8,3,8.3,5.7,18.6,9.3,74,5.1,2024,68867.5881709144,1.6237941674849043,1
25,Mississippi,6.7,57.7,5.6,42.3,53.3,68.6,71,2.3,24.2,31.1,17.7,13,23.8,76.5,17.6,5.8,39680,54887,21036,22407,40850,31465,8.2,2.7,18.1,16.5,38.9,20.3,58.4,14.5,2014,36531.93363931586,NA,0
77,Mississippi,6.9,56.9,5,43.1,52.8,67.1,72.8,2.1,24.3,30.8,17.6,13.6,24.2,76.8,17.9,5.1,40593,55495,21291,22494,41092,31110,8,2.4,18.2,17,40.2,20.5,58.7,12.7,2015,36586.37075195863,0.14901240427138696,0
129,Mississippi,7.2,57.1,4.4,42.9,53.3,68.9,72.7,2.2,24.3,31.2,18.6,13.4,24.5,75.9,18.1,5.8,41754,58974,22694,22552,42146,31757,7.7,2,15.7,16.5,39.9,19.4,60.2,11.8,2016,36752.21820406976,0.45330391810520787,0
181,Mississippi,6.2,56.5,3.9,43.5,52.9,69.7,69.9,2.3,24.9,32.5,17.7,13.2,24.7,76.3,18.1,5.5,43529,60017,23121,23654,42287,32441,8.6,2,15.3,14.9,36.8,18.4,60.3,12,2017,36875.09905793811,0.3343494892908083,0
233,Mississippi,5.7,56.6,4,43.4,52.7,69.9,72.8,2.6,25,32.4,18.3,13.2,25.2,76.1,18.1,5.6,44717,61944,24160,24987,44495,33530,7.8,1.9,14.8,15,38.1,18.4,60.5,12.1,2018,36935.72551886952,0.16441029985072575,0
285,Mississippi,5.7,56.9,3.7,43.1,53.2,70,70.7,3.1,25.1,32.8,18.3,13.5,25.3,76.6,17.7,5.3,45792,65081,25301,25562,43024,33140,7.3,1.8,13.5,14.8,36.8,18,58.7,13,2019,37340.26989883578,1.0952658280926064,0
337,Mississippi,6.2,56.6,3.6,43.4,53.4,68.9,69,6.3,25.2,35.5,16,12.9,24.7,75.5,18.5,5.8,48716,68048,26941,26954,47546,37056,8.5,2.1,13.5,14.4,34.7,17.6,59.7,11.9,2021,39380.60858263477,5.464177654116531,1
389,Mississippi,6.6,57.1,2.8,42.9,53.4,69.5,71.2,5.5,25.5,35.3,16.3,13.9,25,75.2,18.6,6,52719,72624,29045,28667,51041,39245,8.5,1.9,13.7,14.2,32.1,17.6,61.5,10.8,2022,39337.29243852162,-0.10999358738262854,1
441,Mississippi,5.5,57.6,2.7,42.4,54.3,69.4,71.6,6.4,25.2,35.6,16.8,12.7,25.2,76,17.9,5.9,54203,76305,30807,30283,52194,40518,7.6,1.5,12.9,13.7,34.9,16.6,62.1,10.3,2023,40596.57362691888,3.2012401218648456,1
493,Mississippi,5.7,58.9,2.7,41.1,55.7,71.2,73,6.2,26.4,36.9,16.2,12.3,26.5,75.9,18.3,5.6,59127,80847,32749,32115,53553,43639,7.6,2,11.9,13.5,32.7,15.9,62.5,9.7,2024,41834.6116768785,3.049612170074134,1
26,Missouri,5.1,62.7,4.2,37.3,58.4,67.8,73.3,4.4,23.1,36,17.7,11,24.7,82.1,12.2,5.5,48363,65169,26126,28375,45611,35311,5.7,2.2,12.8,10.7,30.7,14.9,69.2,11.7,2014,50109.14108131035,NA,0
78,Missouri,4.7,63.1,3.3,36.9,58.8,69.6,74.2,4.8,23.6,35.4,17.6,11.5,24,82.2,12.1,5.5,50238,68065,27384,30092,45897,35759,5.5,2,12.1,10.2,30.3,14.4,71,9.8,2015,50697.78818256082,1.1747299765032748,0
130,Missouri,4.8,63,3.1,37,58.9,69.9,76.2,5.2,23.7,35.6,17.8,11.7,23.9,82.3,11.8,5.6,51746,70871,28406,31409,46543,36514,5.6,1.7,11.5,9.8,27.7,13.5,71.3,8.9,2016,50632.713353812534,-0.1283583191320936,0
182,Missouri,4.3,63,2.9,37,58.8,68.4,74,5.1,23.7,36.9,17.6,11.5,24.3,82.4,11.8,5.6,53578,72959,29438,31917,47436,37339,5.3,1.9,11,9.2,27.3,12.8,70.6,9.1,2017,50933.45498612262,0.5939670469732761,0
234,Missouri,4.6,62.5,2.6,37.5,58.5,70.3,74.4,4.8,24,37.6,16.9,11.4,24,82.6,11.6,5.6,54478,75013,30498,32471,49109,38414,5.5,1.7,10.7,9,25.5,12.7,70.3,9.4,2018,51286.8295813931,0.6937966320304856,0
286,Missouri,4.1,62.6,2.4,37.4,58.7,70.7,75.4,5.1,24.3,38.4,16.9,11.1,24.2,81.8,12.7,5.2,57409,77885,31756,33821,50558,40496,5.5,1.5,10.2,8.8,25.8,12.5,69.7,10,2019,52329.681335727284,2.033371457830424,0
338,Missouri,4,62.8,2.9,37.2,58.7,70.5,74.8,14.7,23.1,40.8,15.2,11.6,24.5,81.1,12.9,5.8,61847,84920,34593,36036,54140,43065,4.9,2.2,10.2,8.4,25.9,12.3,69.8,9.4,2021,53718.14667873947,2.6533036463652904,1
390,Missouri,4.4,62.8,2.3,37.2,58.7,71,76,12.9,23.7,40.5,15.7,11.5,24.1,81.2,12.9,5.7,64811,88586,36640,38435,56844,44882,5.5,1.7,10,8.7,24.7,12.4,68.8,8.6,2022,54573.5307563901,1.592355899331821,1
442,Missouri,4.5,63.9,2.2,36.1,60.2,71.4,76,12.5,23.5,42.1,15.5,11.1,24.1,81,13.1,5.7,68545,93074,38699,41014,60680,48533,4.8,1.6,9.6,7.9,21,11.4,68.4,7.5,2023,55897.15750482279,2.4254006110420168,1
494,Missouri,4.2,63.5,2.1,36.5,59.6,69.3,76.6,11.8,24,41.9,16.4,11,25.4,80.7,13.4,5.7,71589,96920,40284,42092,61542,50615,5.3,1.5,9.3,8.4,24.1,11.5,68.2,7.7,2024,56587.636765273055,1.2352672144208654,1
27,Montana,4.8,63.6,3.1,36.4,59.3,63.9,73.5,7.1,17.9,36.1,18.8,4.6,23.5,72.4,17.4,9.7,46328,62309,25989,27970,42679,31696,4.7,2.1,11.1,9.5,34.2,16.2,66.9,14.2,2014,45143.875219159505,NA,0
79,Montana,4.5,62.3,2.8,37.7,58.1,60.4,70.6,6,18,38.1,18.7,4.1,24.2,72,18.5,9.1,49509,66110,27735,28714,46123,33443,4.8,2.1,9.1,9.3,33.9,14.9,69.7,11.6,2015,46307.156118061655,2.576829953686488,0
131,Montana,4.7,63.4,3,36.6,59.6,66.5,73,6.4,17.5,36.3,20.2,4.3,23.2,74.6,16.4,8.6,50027,69308,28933,30181,46545,34028,4.6,2.2,10.6,8,26.7,14,68.4,8.1,2016,45281.570465303506,-2.2147454923454712,0
183,Montana,4.7,63.8,2.2,36.2,60,62.8,73.1,6.5,18.1,35.4,19.5,5.1,23.2,75.3,16.1,8.3,53386,70994,29428,31186,45616,35964,3.6,2,9.4,7.7,24.2,13.3,67.2,8.5,2017,45993.21353270162,1.5715953755256917,0
235,Montana,4.4,63.6,2.2,36.4,59.7,66,73.8,7.3,18.6,36.6,19.5,5.5,22.8,75,16.3,8.4,55328,72648,30680,32388,48037,36741,3.6,2.5,8.9,7.7,25.3,13.1,66.6,8.2,2018,46575.77852324975,1.2666325003229284,0
287,Montana,3.9,62.7,2.5,37.3,58.9,67.3,73,6.5,19.5,39.1,18.6,4.9,23.6,74.6,16.8,8.2,57153,77320,32625,34919,49778,38752,3.7,2.6,8.7,7.9,28.4,13.2,66.3,8.3,2019,46969.834308766374,0.846053030160121,0
339,Montana,3.8,61.8,2.4,38.2,58,69.9,74.6,14,19.1,41.5,17.6,4.1,24.1,72.7,17.5,9.5,63249,87083,36020,38707,55496,41725,3.8,3.1,8.6,7.2,25.1,12.1,66.9,8.2,2021,48215.047504736016,2.6510913106142953,1
391,Montana,4.1,63.5,1.9,36.5,59.9,66.5,76.5,12.6,19,41.3,16.8,4.6,22.2,75.1,15.6,8.9,67631,90874,38329,40582,54987,44550,4,2,7.5,7.3,22.7,11.5,65.2,8.3,2022,49759.48099610087,3.203218852399048,1
443,Montana,4.1,63,1.7,37,59.1,68.1,77,11.3,20.2,40.8,18.4,5,23.4,74.2,17.1,8.4,70804,94069,40197,41938,61178,46776,3.6,1.6,7.5,7,19.8,12.3,65.4,8.4,2023,51834.67007249171,4.17043955211962,1
495,Montana,3.2,63.2,1.9,36.8,60,69.2,75.6,11.7,19.5,41.7,17,4.5,22.8,74.4,16.8,8.4,75340,101634,43254,44974,61245,50656,4.7,2.6,7,6,21.8,10.2,66.7,8.8,2024,53277.06655578578,2.782686725461647,1
28,Nebraska,4,70.3,2.9,29.7,65.3,73.7,80,4,18.4,36,17.1,10.6,24,79.6,14,6.3,52686,68359,27446,30980,44533,35101,4.1,2.2,9.4,8.7,29.7,11.9,75,9.7,2014,61518.44060097183,NA,0
80,Nebraska,3.8,69.4,2.2,30.6,64.4,70.7,78.2,3.9,18.4,36.6,16.6,10.5,24,79.8,13.7,6.3,54996,72308,29000,31940,46763,36834,4.1,1.7,8.7,8.5,29.6,12,76.4,8.2,2015,63233.12327998228,2.787266163218338,0
132,Nebraska,3.4,69.5,2.5,30.5,64.6,74.9,79.4,4.4,18.6,36.7,16.5,10.5,23.7,80.4,13.8,5.7,56927,74586,29910,31765,47352,36699,4,1.7,9,7.4,24.7,11.1,76,8.6,2016,63626.63606231999,0.6223206476696053,0
184,Nebraska,3.4,70.1,2.3,29.9,64.9,75,78.5,4.7,18.5,37.7,16.1,10.4,24.6,80.5,13.4,5.9,59970,77235,30915,35607,50293,38726,3.7,1.8,8.3,7.2,27.2,10.3,75.9,8.3,2017,64277.531849276835,1.0229926132183431,0
236,Nebraska,3.5,69.1,2.4,30.9,64.4,73.4,79,5.1,18.8,38.1,16.6,9.7,24.6,79.5,13.6,6.7,59566,78793,31771,34755,50286,40156,4,1.7,8.4,7.1,24.4,11.1,75.1,8.3,2018,65200.009140426024,1.4351473440397333,0
288,Nebraska,2.9,69.5,2.3,30.5,64.6,76.2,81,4.6,19.5,40,15.8,10.1,25,79.1,14.4,6.3,63229,82539,33272,37791,51412,41148,4,1.6,7.6,6.2,22.5,9.9,75.2,8.3,2019,66009.94219617287,1.2422284389599136,0
340,Nebraska,3.6,68.6,1.8,31.4,64.2,72.3,78.7,12.8,19.3,40.3,15.5,10.6,24.4,78.4,15.1,6.3,66817,89209,36227,37749,56121,44037,4.1,2,8.5,6.7,21.7,10.6,74.8,7.1,2021,68797.58049205552,4.223058229013699,1
392,Nebraska,3.6,68.3,1.6,31.7,63.3,72.7,78.3,10.8,18.8,40.6,15.5,9.9,24.1,78.2,15.2,6.4,69597,94599,38997,40712,59056,48279,3.9,2.2,8.5,7.7,26.1,10.8,73.6,6.7,2022,70910.70392047025,3.0715083485512107,1
444,Nebraska,3.4,69,1.8,31,64.6,74.4,80.5,10.1,19.1,42.5,14.9,10.4,24.6,78.1,15,6.6,74590,101268,41436,42849,60879,50325,4.5,1.5,7.8,6.6,21.4,10.2,74.1,6.1,2023,74010.95076281126,4.372043529307068,1
496,Nebraska,4,68.7,2.3,31.3,63.2,75.7,78.8,9.7,19.9,41.6,15.7,10,24.7,78.7,14.8,6.3,76376,100280,41026,45631,61827,51375,4,2,8.4,7.4,25.4,10.7,73.4,7.1,2024,73844.96639643876,-0.2242700095887784,1
29,Nevada,6.1,63.7,5.6,36.3,58.4,66.8,68.4,3.2,23.8,27.6,27.6,4,15.2,83,11.8,5.1,51450,67029,25773,33861,42294,35993,4,3.1,12.3,11,25.8,14.3,64.3,15.2,2014,51545.56596728906,NA,0
